ID,ANC_M,HANDSET,STATUT,CLASSE_CANAL,TARGET,FLAG_CHURN,SCORE_FORFAIT,PRED_FORFAIT,SEGMENT_FORFAIT,SCORE_CHURN,PRED_CHURN,RISQUE_CHURN,ACTION_RECOMMANDEE
C4701_649,266,3G,A,,1,0,0.579058,1,Cible Potentielle,0.011661812,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C3902_406,247,4G,A,,0,0,0.57904553,1,Cible Potentielle,0.0065656053,0,Risque Faible,NURTURING — pack Combo Voix+Data
C19106698,4,4G,A,Reseau direct,0,0,0.579036,1,Cible Potentielle,0.018008707,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C84425084,51,4G,A,Reseau direct,1,0,0.57901245,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C34445122,50,4G,A,Reseau direct,0,0,0.57901245,1,Cible Potentielle,0.009084668,0,Risque Faible,NURTURING — pack Combo Voix+Data
C46885082,51,4G,A,Reseau direct,1,0,0.57901245,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C09175115,50,4G,A,Reseau direct,0,0,0.57901245,1,Cible Potentielle,0.009084668,0,Risque Faible,NURTURING — pack Combo Voix+Data
C34115073,51,4G,A,Reseau direct,0,0,0.57901245,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C62395076,51,4G,A,Reseau direct,1,0,0.57901245,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C51942671,120,2G,A,,1,0,0.57901037,1,Cible Potentielle,0.0074686245,0,Risque Faible,NURTURING — pack Combo Voix+Data
C92626518,12,2G,A,Reseau indirect,1,0,0.57899106,1,Cible Potentielle,0.040089387,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C00246518,12,2G,A,Reseau indirect,0,0,0.57899106,1,Cible Potentielle,0.040089387,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C54885490,40,4G,A,Reseau direct,0,0,0.57898027,1,Cible Potentielle,0.011378743,0,Risque Faible,NURTURING — pack Combo Voix+Data
C67925494,40,4G,A,Reseau direct,0,0,0.57898027,1,Cible Potentielle,0.011378743,0,Risque Faible,NURTURING — pack Combo Voix+Data
C70246669,5,4G,A,Reseau indirect,0,0,0.578911,1,Cible Potentielle,0.02594031,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C21315276,46,4G,A,Reseau direct,0,0,0.57890415,1,Cible Potentielle,0.0065744068,0,Risque Faible,NURTURING — pack Combo Voix+Data
C78825225,47,4G,A,Reseau indirect,0,0,0.5788631,1,Cible Potentielle,0.008800525,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4372_571,256,4G,A,,0,0,0.57881624,1,Cible Potentielle,0.006701352,0,Risque Faible,NURTURING — pack Combo Voix+Data
C98242993,96,4G,A,,0,0,0.5787295,1,Cible Potentielle,0.010247644,0,Risque Faible,NURTURING — pack Combo Voix+Data
C51473002,96,4G,A,,1,0,0.5787295,1,Cible Potentielle,0.010247644,0,Risque Faible,NURTURING — pack Combo Voix+Data
C76783479,96,4G,A,,1,0,0.5787295,1,Cible Potentielle,0.010247644,0,Risque Faible,NURTURING — pack Combo Voix+Data
C68563210,96,4G,A,,0,0,0.5787295,1,Cible Potentielle,0.010247644,0,Risque Faible,NURTURING — pack Combo Voix+Data
C48513125,102,4G,A,,0,0,0.578718,1,Cible Potentielle,0.007303303,0,Risque Faible,NURTURING — pack Combo Voix+Data
C21766445,15,3G,A,Reseau indirect,0,0,0.57871664,1,Cible Potentielle,0.04265161,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C06275393,43,4G,A,Reseau indirect,1,0,0.57871,1,Cible Potentielle,0.009317422,0,Risque Faible,NURTURING — pack Combo Voix+Data
C18922319,127,5G,A,,1,0,0.5786994,1,Cible Potentielle,0.0062607345,0,Risque Faible,NURTURING — pack Combo Voix+Data
C36576368,18,4G,A,,0,0,0.5786965,1,Cible Potentielle,0.025766537,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C51046487,13,2G,A,Reseau indirect,1,0,0.5786843,1,Cible Potentielle,0.043471258,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C2322_617,271,3G,A,,0,0,0.57867235,1,Cible Potentielle,0.009588821,0,Risque Faible,NURTURING — pack Combo Voix+Data
C09546623,7,4G,A,,1,0,0.57866436,1,Cible Potentielle,0.017667571,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C0137_578,267,4G,A,,1,0,0.578662,1,Cible Potentielle,0.0069563305,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4685_468,256,4G,A,,1,0,0.5786399,1,Cible Potentielle,0.0048938952,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8860_470,256,4G,A,,0,0,0.5786399,1,Cible Potentielle,0.0048938952,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4396_544,220,4G,A,,0,0,0.5786263,1,Cible Potentielle,0.006713545,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7866_413,227,4G,A,,1,0,0.5786263,1,Cible Potentielle,0.006713545,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6808_713,233,4G,A,,0,0,0.5786263,1,Cible Potentielle,0.006713545,0,Risque Faible,NURTURING — pack Combo Voix+Data
C1643_660,296,4G,A,,0,0,0.57861525,1,Cible Potentielle,0.0052326103,0,Risque Faible,NURTURING — pack Combo Voix+Data
C90075280,46,4G,A,Reseau direct,0,0,0.5785935,1,Cible Potentielle,0.008499847,0,Risque Faible,NURTURING — pack Combo Voix+Data
C94045247,46,4G,A,Reseau direct,1,0,0.5785935,1,Cible Potentielle,0.008499847,0,Risque Faible,NURTURING — pack Combo Voix+Data
C34515275,46,4G,A,Reseau direct,1,0,0.5785935,1,Cible Potentielle,0.008499847,0,Risque Faible,NURTURING — pack Combo Voix+Data
C06394948,55,4G,A,Reseau direct,1,0,0.5785772,1,Cible Potentielle,0.0064301374,0,Risque Faible,NURTURING — pack Combo Voix+Data
C25605871,31,4G,A,Reseau direct,0,0,0.5785034,1,Cible Potentielle,0.0122779645,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C19536019,28,4G,A,Reseau indirect,1,0,0.57845837,1,Cible Potentielle,0.040939674,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C58656630,7,4G,A,Reseau indirect,0,0,0.5784487,1,Cible Potentielle,0.040958196,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C99306705,3,4G,A,Reseau indirect,0,0,0.57843566,1,Cible Potentielle,0.038300484,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C21166513,12,2G,A,Reseau indirect,0,0,0.57838964,1,Cible Potentielle,0.04457372,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C63934075,75,4G,A,Reseau direct,1,0,0.5783654,1,Cible Potentielle,0.016933938,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C69656701,3,,A,Reseau direct,0,0,0.5783566,1,Cible Potentielle,0.21915168,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C44576706,3,4G,A,Reseau direct,1,0,0.57835305,1,Cible Potentielle,0.013170636,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C1556_505,219,4G,A,,1,0,0.5783088,1,Cible Potentielle,0.0101202745,0,Risque Faible,NURTURING — pack Combo Voix+Data
C0227_171,196,4G,A,,0,0,0.5783034,1,Cible Potentielle,0.0053127394,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2609_170,196,4G,A,,0,0,0.5783034,1,Cible Potentielle,0.0053127394,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7724_377,215,4G,A,,1,0,0.5783034,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8897_618,199,4G,A,,0,0,0.5783034,1,Cible Potentielle,0.0053127394,0,Risque Faible,NURTURING — pack Combo Voix+Data
C49106644,6,4G,A,Reseau direct,0,0,0.57825494,1,Cible Potentielle,0.019415045,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C36216643,6,4G,A,Reseau direct,1,0,0.57825494,1,Cible Potentielle,0.019415045,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C0519_468,261,,A,,0,0,0.5782386,1,Cible Potentielle,0.07121476,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C28605937,30,4G,A,Reseau direct,0,0,0.5782348,1,Cible Potentielle,0.010319427,0,Risque Faible,NURTURING — pack Combo Voix+Data
C38364583,66,4G,A,Reseau direct,0,0,0.5782325,1,Cible Potentielle,0.01507396,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C37922309,131,5G,A,,0,0,0.5782207,1,Cible Potentielle,0.00996418,0,Risque Faible,NURTURING — pack Combo Voix+Data
C37145663,36,4G,A,,0,0,0.5782123,1,Cible Potentielle,0.011089549,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3505_637,311,4G,A,,0,0,0.57821095,1,Cible Potentielle,0.0055337236,0,Risque Faible,NURTURING — pack Combo Voix+Data
C16726417,16,4G,A,Reseau indirect,1,0,0.5781463,1,Cible Potentielle,0.051804848,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C75925525,40,5G,A,,1,0,0.578107,1,Cible Potentielle,0.013259456,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C8720_558,256,4G,A,,0,0,0.57810473,1,Cible Potentielle,0.0068523292,0,Risque Faible,NURTURING — pack Combo Voix+Data
C45483144,107,4G,A,,1,0,0.5780916,1,Cible Potentielle,0.06307347,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C81222158,122,,A,,1,0,0.57808864,1,Cible Potentielle,0.08163876,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C07895285,46,5G,A,Reseau indirect,0,0,0.57806265,1,Cible Potentielle,0.015080382,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C46486720,3,4G,A,Reseau indirect,0,0,0.57805514,1,Cible Potentielle,0.033949815,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C65984917,56,4G,A,Reseau indirect,1,0,0.57803124,1,Cible Potentielle,0.011120466,0,Risque Faible,NURTURING — pack Combo Voix+Data
C29735585,38,4G,A,Reseau direct,0,0,0.57803106,1,Cible Potentielle,0.011031223,0,Risque Faible,NURTURING — pack Combo Voix+Data
C28525583,38,4G,A,Reseau direct,1,0,0.57803106,1,Cible Potentielle,0.011031223,0,Risque Faible,NURTURING — pack Combo Voix+Data
C26295611,38,4G,A,Reseau direct,0,0,0.57803106,1,Cible Potentielle,0.010642756,0,Risque Faible,NURTURING — pack Combo Voix+Data
C66225544,39,4G,A,Reseau direct,1,0,0.57803106,1,Cible Potentielle,0.011031223,0,Risque Faible,NURTURING — pack Combo Voix+Data
C69585563,39,4G,A,Reseau direct,0,0,0.57803106,1,Cible Potentielle,0.011031223,0,Risque Faible,NURTURING — pack Combo Voix+Data
C77913433,92,4G,A,,1,0,0.5780003,1,Cible Potentielle,0.008391969,0,Risque Faible,NURTURING — pack Combo Voix+Data
C9507_648,296,4G,A,,0,0,0.5779999,1,Cible Potentielle,0.0046617207,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7612_666,267,4G,A,,0,0,0.5779947,1,Cible Potentielle,0.007994145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6644_633,265,4G,A,,1,0,0.5779947,1,Cible Potentielle,0.007994145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2418_638,264,4G,A,,0,0,0.5779947,1,Cible Potentielle,0.007994145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3082_639,269,4G,A,,1,0,0.5779947,1,Cible Potentielle,0.007842777,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4410_537,264,4G,A,,0,0,0.5779947,1,Cible Potentielle,0.007994145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C57695705,35,4G,A,Reseau direct,0,0,0.57797724,1,Cible Potentielle,0.011318177,0,Risque Faible,NURTURING — pack Combo Voix+Data
C73635707,35,4G,A,Reseau direct,0,0,0.57797724,1,Cible Potentielle,0.011318177,0,Risque Faible,NURTURING — pack Combo Voix+Data
C91645711,35,4G,A,Reseau direct,0,0,0.57797724,1,Cible Potentielle,0.011318177,0,Risque Faible,NURTURING — pack Combo Voix+Data
C92692398,120,4G,A,,0,0,0.57796067,1,Cible Potentielle,0.010836696,0,Risque Faible,NURTURING — pack Combo Voix+Data
C73362495,116,4G,A,,0,0,0.57796067,1,Cible Potentielle,0.010200062,0,Risque Faible,NURTURING — pack Combo Voix+Data
C5339_681,214,4G,A,,1,0,0.57795966,1,Cible Potentielle,0.0050006947,0,Risque Faible,NURTURING — pack Combo Voix+Data
C79205821,32,4G,A,Reseau direct,1,0,0.5778701,1,Cible Potentielle,0.009548363,0,Risque Faible,NURTURING — pack Combo Voix+Data
C70865830,32,4G,A,Reseau direct,0,0,0.5778701,1,Cible Potentielle,0.009548363,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3434_707,292,4G,A,,1,0,0.5778066,1,Cible Potentielle,0.0056298915,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4097_672,289,4G,A,,1,0,0.5778066,1,Cible Potentielle,0.005155339,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7164_610,292,4G,A,,0,0,0.5778066,1,Cible Potentielle,0.0056298915,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2515_642,291,4G,A,,0,0,0.5778066,1,Cible Potentielle,0.005155339,0,Risque Faible,NURTURING — pack Combo Voix+Data
C5982_640,293,4G,A,,1,0,0.5778066,1,Cible Potentielle,0.0058468245,0,Risque Faible,NURTURING — pack Combo Voix+Data
C81385619,37,3G,A,Reseau indirect,0,0,0.5777933,1,Cible Potentielle,0.0129476795,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C88784497,71,5G,A,,0,0,0.57777226,1,Cible Potentielle,0.008987161,0,Risque Faible,NURTURING — pack Combo Voix+Data
C01702718,65,4G,A,Reseau direct,0,0,0.5777602,1,Cible Potentielle,0.007925469,0,Risque Faible,NURTURING — pack Combo Voix+Data
C40634542,69,4G,A,Reseau direct,1,0,0.5777602,1,Cible Potentielle,0.008644876,0,Risque Faible,NURTURING — pack Combo Voix+Data
C91125462,41,4G,A,Reseau direct,1,0,0.5777578,1,Cible Potentielle,0.009861065,0,Risque Faible,NURTURING — pack Combo Voix+Data
C75545448,41,4G,A,Reseau direct,1,0,0.5777578,1,Cible Potentielle,0.009861065,0,Risque Faible,NURTURING — pack Combo Voix+Data
C30395415,42,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.0088319145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C64115471,41,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.009861065,0,Risque Faible,NURTURING — pack Combo Voix+Data
C04275486,41,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.009861065,0,Risque Faible,NURTURING — pack Combo Voix+Data
C28885357,44,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.0086847795,0,Risque Faible,NURTURING — pack Combo Voix+Data
C40465405,42,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.0088319145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C66545409,42,4G,A,Reseau direct,1,0,0.5777578,1,Cible Potentielle,0.0088319145,0,Risque Faible,NURTURING — pack Combo Voix+Data
C60655457,41,4G,A,Reseau direct,0,0,0.5777578,1,Cible Potentielle,0.009861065,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7070_657,282,,A,,0,0,0.5777022,1,Cible Potentielle,0.051768683,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C2770_387,251,4G,A,,0,0,0.57768834,1,Cible Potentielle,0.0077014207,0,Risque Faible,NURTURING — pack Combo Voix+Data
C9942_255,252,4G,A,,1,0,0.57768834,1,Cible Potentielle,0.0077014207,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3218_525,254,4G,A,,0,0,0.57768834,1,Cible Potentielle,0.0077014207,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8198_614,273,,A,,1,0,0.57763225,1,Cible Potentielle,0.032882024,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C06545890,31,4G,A,Reseau indirect,0,0,0.57751465,1,Cible Potentielle,0.017414419,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C08425871,31,4G,A,Reseau indirect,1,0,0.57751465,1,Cible Potentielle,0.017414419,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C97215886,31,4G,A,Reseau indirect,1,0,0.57751465,1,Cible Potentielle,0.017414419,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C41746709,3,2G,A,Reseau indirect,1,0,0.57750356,1,Cible Potentielle,0.023415474,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C49895042,52,4G,A,Reseau indirect,0,0,0.5774636,1,Cible Potentielle,0.009506349,0,Risque Faible,NURTURING — pack Combo Voix+Data
C13925026,52,4G,A,Reseau indirect,0,0,0.5774636,1,Cible Potentielle,0.009506349,0,Risque Faible,NURTURING — pack Combo Voix+Data
C96754978,54,4G,A,Reseau indirect,1,0,0.5774636,1,Cible Potentielle,0.009506349,0,Risque Faible,NURTURING — pack Combo Voix+Data
C54185002,53,4G,A,Reseau direct,0,0,0.57743865,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C69475058,52,4G,A,Reseau direct,0,0,0.57743865,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C32635061,52,4G,A,Reseau direct,0,0,0.57743865,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C46445050,52,4G,A,Reseau direct,1,0,0.57743865,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C37385057,52,4G,A,Reseau direct,0,0,0.57743865,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C49515006,53,4G,A,Reseau direct,1,0,0.57743865,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C11955013,53,4G,A,Reseau direct,1,0,0.57743865,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4157_532,256,3G,A,,1,0,0.57742107,1,Cible Potentielle,0.011791459,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C8383_523,256,3G,A,,0,0,0.57742107,1,Cible Potentielle,0.011791459,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C7379_685,288,4G,A,,0,0,0.5774013,1,Cible Potentielle,0.006494549,0,Risque Faible,NURTURING — pack Combo Voix+Data
C64074975,54,,A,Reseau direct,0,1,0.57734275,1,Cible Potentielle,0.15691869,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C40176461,14,4G,A,Reseau indirect,0,0,0.57730407,1,Cible Potentielle,0.05883936,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C7915_473,238,4G,A,,0,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3439_392,229,4G,A,,0,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4218_473,240,4G,A,,1,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7430_692,232,4G,A,,0,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6957_353,225,4G,A,,0,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8443_288,222,4G,A,,1,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C1945_738,226,4G,A,,0,0,0.577284,1,Cible Potentielle,0.0056738206,0,Risque Faible,NURTURING — pack Combo Voix+Data
C98205641,37,4G,A,Reseau direct,0,0,0.5772825,1,Cible Potentielle,0.010642756,0,Risque Faible,NURTURING — pack Combo Voix+Data
C93115636,37,4G,A,Reseau direct,0,0,0.5772825,1,Cible Potentielle,0.010642756,0,Risque Faible,NURTURING — pack Combo Voix+Data
C10375526,40,4G,A,Reseau direct,0,0,0.5772444,1,Cible Potentielle,0.011415024,0,Risque Faible,NURTURING — pack Combo Voix+Data
C86625516,40,4G,A,Reseau direct,0,0,0.5772444,1,Cible Potentielle,0.011415024,0,Risque Faible,NURTURING — pack Combo Voix+Data
C09495495,40,4G,A,Reseau direct,0,0,0.5772444,1,Cible Potentielle,0.011814556,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C70235536,39,4G,A,Reseau direct,1,0,0.5772444,1,Cible Potentielle,0.011453886,0,Risque Faible,NURTURING — pack Combo Voix+Data
C68455533,39,4G,A,Reseau direct,1,0,0.5772444,1,Cible Potentielle,0.011453886,0,Risque Faible,NURTURING — pack Combo Voix+Data
C44535490,40,4G,A,Reseau direct,0,0,0.5772444,1,Cible Potentielle,0.011814556,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C58205532,39,4G,A,Reseau direct,0,0,0.5772444,1,Cible Potentielle,0.011453886,0,Risque Faible,NURTURING — pack Combo Voix+Data
C45233309,95,4G,A,,0,0,0.5772422,1,Cible Potentielle,0.007303303,0,Risque Faible,NURTURING — pack Combo Voix+Data
C60185976,29,3G,A,Reseau direct,0,0,0.577211,1,Cible Potentielle,0.013603075,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C5794_612,298,4G,A,,0,0,0.57719135,1,Cible Potentielle,0.0047741574,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8119_517,266,4G,A,,0,0,0.5771873,1,Cible Potentielle,0.0069563305,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2903_451,261,4G,A,,1,0,0.5771873,1,Cible Potentielle,0.006701352,0,Risque Faible,NURTURING — pack Combo Voix+Data
C0753_525,257,4G,A,,0,0,0.5771873,1,Cible Potentielle,0.006701352,0,Risque Faible,NURTURING — pack Combo Voix+Data
C4770_546,266,4G,A,,0,0,0.5771873,1,Cible Potentielle,0.0069563305,0,Risque Faible,NURTURING — pack Combo Voix+Data
C93054910,56,4G,A,Reseau direct,0,0,0.5771276,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C10754932,56,4G,A,Reseau direct,1,0,0.5771276,1,Cible Potentielle,0.009010563,0,Risque Faible,NURTURING — pack Combo Voix+Data
C84044897,57,4G,A,Reseau direct,0,0,0.5771276,1,Cible Potentielle,0.01076534,0,Risque Faible,NURTURING — pack Combo Voix+Data
C02204493,71,4G,A,Reseau direct,0,0,0.577098,1,Cible Potentielle,0.010629514,0,Risque Faible,NURTURING — pack Combo Voix+Data
C17484469,72,4G,A,Reseau direct,0,0,0.577098,1,Cible Potentielle,0.010629514,0,Risque Faible,NURTURING — pack Combo Voix+Data
C07495745,34,4G,A,Reseau direct,0,0,0.57705015,1,Cible Potentielle,0.009463723,0,Risque Faible,NURTURING — pack Combo Voix+Data
C86755741,34,4G,A,Reseau direct,0,0,0.57705015,1,Cible Potentielle,0.009463723,0,Risque Faible,NURTURING — pack Combo Voix+Data
C60376718,3,4G,A,Reseau indirect,0,0,0.5770461,1,Cible Potentielle,0.05519614,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C78576715,3,4G,A,Reseau indirect,0,0,0.5770461,1,Cible Potentielle,0.055248857,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C31436718,3,4G,A,Reseau indirect,0,0,0.5770461,1,Cible Potentielle,0.05519614,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C09545755,34,4G,A,Reseau direct,0,0,0.5770381,1,Cible Potentielle,0.010606712,0,Risque Faible,NURTURING — pack Combo Voix+Data
C99235772,33,4G,A,Reseau direct,1,0,0.5770381,1,Cible Potentielle,0.010606712,0,Risque Faible,NURTURING — pack Combo Voix+Data
C73385791,33,4G,A,Reseau direct,0,0,0.5770381,1,Cible Potentielle,0.010606712,0,Risque Faible,NURTURING — pack Combo Voix+Data
C51371532,155,5G,A,,1,0,0.57702184,1,Cible Potentielle,0.04664317,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C2912_677,294,4G,A,,0,0,0.5770149,1,Cible Potentielle,0.005816796,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6994_686,294,4G,A,,0,0,0.5770149,1,Cible Potentielle,0.005816796,0,Risque Faible,NURTURING — pack Combo Voix+Data
C27926493,13,,A,Reseau direct,1,0,0.5770122,1,Cible Potentielle,0.159791,0,Risque Eleve,RETENTION URGENTE — appel proactif immédiat
C7408_470,259,4G,A,,1,0,0.57701075,1,Cible Potentielle,0.0053150733,0,Risque Faible,NURTURING — pack Combo Voix+Data
C29784614,65,2G,A,Reseau indirect,0,0,0.57698995,1,Cible Potentielle,0.008125696,0,Risque Faible,NURTURING — pack Combo Voix+Data
C43594617,65,2G,A,Reseau indirect,1,0,0.57698995,1,Cible Potentielle,0.008125696,0,Risque Faible,NURTURING — pack Combo Voix+Data
C50605344,44,4G,A,Reseau direct,0,0,0.5769769,1,Cible Potentielle,0.0086847795,0,Risque Faible,NURTURING — pack Combo Voix+Data
C70795339,44,4G,A,Reseau direct,0,0,0.5769769,1,Cible Potentielle,0.0086847795,0,Risque Faible,NURTURING — pack Combo Voix+Data
C37285271,46,5G,A,,1,0,0.57695204,1,Cible Potentielle,0.010121712,0,Risque Faible,NURTURING — pack Combo Voix+Data
C58754235,83,4G,A,Reseau direct,0,0,0.57688695,1,Cible Potentielle,0.00858961,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2426_421,247,4G,A,,0,0,0.5768591,1,Cible Potentielle,0.0068523292,0,Risque Faible,NURTURING — pack Combo Voix+Data
C43166699,4,4G,A,Reseau direct,1,0,0.57681304,1,Cible Potentielle,0.01807482,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C87056695,4,4G,A,Reseau direct,0,0,0.57681304,1,Cible Potentielle,0.020596435,0,Risque Moyen,NURTURING — pack Combo Voix+Data
C95385373,43,4G,A,,1,0,0.5767857,1,Cible Potentielle,0.007234822,0,Risque Faible,NURTURING — pack Combo Voix+Data
C3296_654,191,4G,A,,0,0,0.5767719,1,Cible Potentielle,0.0053127394,0,Risque Faible,NURTURING — pack Combo Voix+Data
C5826_655,267,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C7246_629,267,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2078_653,267,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6092_522,266,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2939_561,264,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C1381_574,266,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C5782_597,270,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.0062175523,0,Risque Faible,NURTURING — pack Combo Voix+Data
C8628_605,267,4G,A,,1,0,0.5766708,1,Cible Potentielle,0.006337753,0,Risque Faible,NURTURING — pack Combo Voix+Data
C6857_645,270,4G,A,,0,0,0.5766708,1,Cible Potentielle,0.0062175523,0,Risque Faible,NURTURING — pack Combo Voix+Data
C2170_599,269,4G,A,,1,0,0.5766708,1,Cible Potentielle,0.0062175523,0,Risque Faible,NURTURING — pack Combo Voix+Data
