ID,ANC_M,HANDSET,STATUT,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,NB_RECH_TOT,MNT_MOY,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,RFM_SCORE_STR,SEGMENT_RFM,TARGET_DATA
C49386554,10,4G,S,Bonus,0.0,10.0,65.0,65.0,6.5,2,2,2,6,222,Clients Perdus,1
C53716554,10,4G,A,Bonus,0.0,9.0,263.0,57.0,29.22222222222222,2,2,4,8,224,Clients Perdus,1
C54786554,10,4G,A,Standard,5.0,1.0,5.0,1.0,5.0,1,1,1,3,111,Clients Perdus,1
C4659_655,293,4G,A,Bonus 1000%,0.0,12.0,231.0,55.0,19.25,2,5,4,11,254,Clients à Risque,1
C66156554,10,4G,A,Standard,0.0,8.0,28.0,20.0,3.5,2,2,1,5,221,Clients Perdus,1
C67146554,10,4G,A,Standard,0.0,11.0,105.0,89.0,9.545454545454545,2,3,2,7,232,Clients Ordinaires,1
C73876554,10,4G,A,Bonus,1.0,9.0,260.0,36.0,28.88888888888889,1,2,4,7,124,Clients Perdus,1
C76236554,10,4G,S,Bonus,2.0,7.0,60.0,40.0,8.571428571428571,1,1,2,4,112,Clients Perdus,1
C81326554,10,2G,A,Bonus,0.0,11.0,363.0,73.0,33.0,2,3,4,9,234,Clients à Risque,1
C86246554,10,2G,A,Standard,0.0,11.0,69.88,66.0,6.352727272727273,2,3,2,7,232,Clients Ordinaires,0
C86506554,10,4G,S,Bonus,0.0,10.0,166.0,162.0,16.6,2,2,3,7,223,Clients Perdus,1
C00066555,10,4G,A,Bonus,0.0,8.0,79.0,52.0,9.875,2,2,2,6,222,Clients Perdus,1
C10576555,10,4G,A,Standard,0.0,11.0,696.0,200.0,63.27272727272727,2,3,5,10,235,Clients à Risque,1
C5296_655,297,nan,A,Bonus,0.0,10.0,832.0,18.0,83.2,2,2,5,9,225,Clients Perdus,1
C38466555,10,4G,A,Bonus,0.0,6.0,91.0,10.0,15.166666666666666,2,1,2,5,212,Clients Perdus,1
C38566555,10,2G,A,Standard,0.0,11.0,517.0,109.0,47.0,2,3,5,10,235,Clients à Risque,0
C39386555,10,4G,A,Bonus,0.0,11.0,43.0,31.0,3.909090909090909,2,3,1,6,231,Clients Ordinaires,1
C53386555,10,4G,A,Bonus,0.0,7.0,47.0,31.0,6.714285714285714,2,1,1,4,211,Clients Perdus,1
C53806555,10,4G,A,Bonus,0.0,11.0,281.0,117.0,25.545454545454547,2,3,4,9,234,Clients à Risque,1
C58876555,10,4G,A,Bonus,0.0,11.0,580.0,508.0,52.72727272727273,2,3,5,10,235,Clients à Risque,1
C76716555,10,4G,A,Bonus,0.0,6.0,49.0,16.0,8.166666666666666,2,1,1,4,211,Clients Perdus,1
C78466555,10,3G,A,Bonus,0.0,6.0,16.0,12.0,2.6666666666666665,2,1,1,4,211,Clients Perdus,1
C81426555,10,2G,A,Bonus,0.0,11.0,201.0,189.0,18.272727272727273,2,3,3,8,233,Clients à Risque,1
C81666555,10,4G,S,Standard,0.0,11.0,83.78999999999999,74.0,7.617272727272726,2,3,2,7,232,Clients Ordinaires,1
C90316555,10,4G,A,Bonus,0.0,11.0,347.0,223.0,31.545454545454547,2,3,4,9,234,Clients à Risque,1
C98196555,10,4G,A,Standard,0.0,10.0,157.0,147.0,15.7,2,2,3,7,223,Clients Perdus,1
C99056555,10,4G,A,Standard,0.0,7.0,249.0,93.0,35.57142857142857,2,1,4,7,214,Clients Perdus,1
C03596556,10,4G,S,Bonus,0.0,11.0,157.0,120.0,14.272727272727273,2,3,3,8,233,Clients à Risque,1
C03666556,10,2G,A,Standard,0.0,11.0,192.7,128.0,17.518181818181816,2,3,3,8,233,Clients à Risque,1
C12066556,10,4G,A,Standard,0.0,9.0,22.0,22.0,2.4444444444444446,2,2,1,5,221,Clients Perdus,1
C41356556,10,4G,A,Bonus,0.0,11.0,236.0,180.0,21.454545454545453,2,3,4,9,234,Clients à Risque,1
C51226556,10,4G,A,Standard,0.0,9.0,89.0,77.0,9.88888888888889,2,2,2,6,222,Clients Perdus,1
C54086556,10,5G,A,Bonus,0.0,7.0,671.7,55.0,95.95714285714287,2,1,5,8,215,Clients Perdus,1
C54986556,10,4G,A,Bonus,0.0,8.0,46.0,46.0,5.75,2,2,1,5,221,Clients Perdus,1
C6612_655,267,2G,A,Bonus 1000%,0.0,12.0,503.0,103.0,41.916666666666664,2,5,5,12,255,Clients à Risque,0
C62276556,10,4G,A,Standard,0.0,11.0,1286.0,275.0,116.9090909090909,2,3,5,10,235,Clients à Risque,1
C6699_655,289,4G,A,Bonus 1500%,0.0,5.0,25.0,5.0,5.0,2,1,1,4,211,Clients Perdus,1
C78906556,10,4G,S,Bonus,1.0,9.0,83.0,79.0,9.222222222222221,1,2,2,5,122,Clients Perdus,1
C86476556,10,5G,S,Bonus,6.0,2.0,100.0,2.0,50.0,1,1,2,4,112,Clients Perdus,1
C97376556,10,4G,A,Standard,0.0,11.0,701.0,145.0,63.72727272727273,2,3,5,10,235,Clients à Risque,1
C02246557,10,4G,A,Bonus,0.0,11.0,92.0,76.0,8.363636363636363,2,3,2,7,232,Clients Ordinaires,1
C03056557,10,4G,A,Bonus,0.0,11.0,42.0,42.0,3.8181818181818183,2,3,1,6,231,Clients Ordinaires,1
C12226557,10,5G,A,Bonus,0.0,5.0,43.0,39.0,8.6,2,1,1,4,211,Clients Perdus,1
C24696557,10,4G,A,Bonus,0.0,11.0,136.0,76.0,12.363636363636363,2,3,3,8,233,Clients à Risque,1
C26366557,10,5G,A,Bonus,0.0,9.0,64.0,16.0,7.111111111111111,2,2,2,6,222,Clients Perdus,1
C27776557,10,2G,A,Bonus,0.0,6.0,93.0,29.0,15.5,2,1,2,5,212,Clients Perdus,1
C28036557,10,4G,A,Bonus,0.0,11.0,564.0,369.0,51.27272727272727,2,3,5,10,235,Clients à Risque,1
C7313_655,296,4G,A,Bonus 1500%,0.0,12.0,189.0,52.0,15.75,2,5,3,10,253,Clients à Risque,1
C7314_655,296,4G,A,Bonus 1000%,0.0,12.0,317.0,65.0,26.416666666666668,2,5,4,11,254,Clients à Risque,1
C41296557,10,4G,A,Bonus,0.0,11.0,50.0,34.0,4.545454545454546,2,3,1,6,231,Clients Ordinaires,1
C48486557,10,4G,A,Standard,0.0,11.0,102.88,49.0,9.352727272727272,2,3,2,7,232,Clients Ordinaires,1
C50556557,10,4G,A,Standard,0.0,9.0,174.0,58.0,19.333333333333332,2,2,3,7,223,Clients Perdus,1
C65686557,10,4G,A,Bonus,0.0,11.0,204.0,96.0,18.545454545454547,2,3,3,8,233,Clients à Risque,1
C66336557,10,4G,A,Bonus,0.0,7.0,183.0,150.0,26.142857142857142,2,1,3,6,213,Clients Perdus,1
C7685_655,269,4G,A,Standard,0.0,12.0,160.0,32.0,13.333333333333334,2,5,3,10,253,Clients à Risque,1
C69146557,10,nan,A,Bonus,0.0,9.0,134.0,78.0,14.88888888888889,2,2,3,7,223,Clients Perdus,1
C69536557,10,4G,A,Bonus,0.0,6.0,66.0,14.0,11.0,2,1,2,5,212,Clients Perdus,1
C83226557,10,4G,A,Bonus,0.0,11.0,750.0,222.0,68.18181818181819,2,3,5,10,235,Clients à Risque,1
C83236557,10,4G,A,Bonus,0.0,11.0,303.0,171.0,27.545454545454547,2,3,4,9,234,Clients à Risque,1
C89416557,10,3G,S,Bonus,0.0,8.0,20.0,16.0,2.5,2,2,1,5,221,Clients Perdus,1
C90066557,10,4G,A,Bonus,0.0,8.0,65.0,47.0,8.125,2,2,2,6,222,Clients Perdus,1
C92436557,10,4G,A,Standard,0.0,11.0,86.0,70.0,7.818181818181818,2,3,2,7,232,Clients Ordinaires,1
C94286557,10,4G,A,Standard,0.0,11.0,39.879999999999995,32.0,3.625454545454545,2,3,1,6,231,Clients Ordinaires,0
C99226557,10,4G,A,Standard,0.0,6.0,97.0,33.0,16.166666666666668,2,1,2,5,212,Clients Perdus,1
C00896558,10,4G,S,Standard,0.0,6.0,41.0,41.0,6.833333333333333,2,1,1,4,211,Clients Perdus,1
C06636558,10,4G,A,Bonus,1.0,4.0,18.0,6.0,4.5,1,1,1,3,111,Clients Perdus,1
C13726558,10,4G,A,Bonus,0.0,11.0,200.0,184.0,18.181818181818183,2,3,3,8,233,Clients à Risque,1
C13756558,10,4G,A,Bonus,1.0,9.0,40.0,40.0,4.444444444444445,1,2,1,4,121,Clients Perdus,0
C35206558,10,4G,A,Bonus,0.0,11.0,371.0,343.0,33.72727272727273,2,3,4,9,234,Clients à Risque,1
C8353_655,295,4G,A,Bonus 1500%,0.0,12.0,160.0,29.0,13.333333333333334,2,5,3,10,253,Clients à Risque,1
C36176558,10,4G,A,Bonus,0.0,10.0,330.0,70.0,33.0,2,2,4,8,224,Clients Perdus,1
C39126558,10,4G,A,Bonus,0.0,11.0,659.0,240.0,59.90909090909091,2,3,5,10,235,Clients à Risque,1
C39196558,10,5G,A,Standard,1.0,6.0,31.0,12.0,5.166666666666667,1,1,1,3,111,Clients Perdus,1
C50986558,10,4G,A,Bonus,0.0,8.0,302.0,60.0,37.75,2,2,4,8,224,Clients Perdus,1
C53166558,10,4G,A,Bonus,0.0,7.0,169.0,101.0,24.142857142857142,2,1,3,6,213,Clients Perdus,1
C70366558,10,4G,A,Standard,0.0,6.0,65.5,8.0,10.916666666666666,2,1,2,5,212,Clients Perdus,1
C8706_655,284,4G,A,Bonus 900%,0.0,12.0,172.0,48.0,14.333333333333334,2,5,3,10,253,Clients à Risque,1
C73036558,10,4G,A,Bonus,0.0,8.0,64.0,31.0,8.0,2,2,2,6,222,Clients Perdus,1
C73826558,10,4G,S,Bonus,0.0,10.0,32.0,24.0,3.2,2,2,1,5,221,Clients Perdus,1
C80996558,10,4G,A,Bonus,0.0,10.0,167.0,151.0,16.7,2,2,3,7,223,Clients Perdus,1
C81446558,10,2G,A,Standard,0.0,10.0,208.0,92.0,20.8,2,2,3,7,223,Clients Perdus,1
C00536559,10,4G,S,Bonus,12.0,0.0,0.0,0.0,0.0,1,1,1,3,111,Clients Perdus,1
C02716559,10,4G,A,Bonus,0.0,11.0,231.0,75.0,21.0,2,3,4,9,234,Clients à Risque,1
C9048_655,284,4G,A,Bonus 1500%,0.0,12.0,233.0,49.0,19.416666666666668,2,5,4,11,254,Clients à Risque,1
C9105_655,266,4G,A,Bonus 300%,0.0,7.0,152.0,48.0,21.714285714285715,2,1,3,6,213,Clients Perdus,1
C20416559,10,4G,A,Bonus,0.0,11.0,209.0,98.0,19.0,2,3,3,8,233,Clients à Risque,1
C22536559,10,4G,A,Bonus,0.0,10.0,317.0,128.0,31.7,2,2,4,8,224,Clients Perdus,1
C24076559,10,4G,A,Bonus,0.0,11.0,110.0,106.0,10.0,2,3,2,7,232,Clients Ordinaires,1
C29966559,10,4G,S,Bonus,0.0,4.0,9.0,9.0,2.25,2,1,1,4,211,Clients Perdus,1
C32196559,10,4G,A,Bonus,5.0,3.0,11.0,3.0,3.6666666666666665,1,1,1,3,111,Clients Perdus,1
C34956559,9,4G,A,Bonus,0.0,6.0,241.0,65.0,40.166666666666664,2,1,4,7,214,Clients Perdus,1
C37856559,10,4G,A,Bonus,1.0,10.0,255.0,79.0,25.5,1,2,4,7,124,Clients Perdus,1
C9415_655,296,4G,A,Bonus 1500%,0.0,12.0,314.0,142.0,26.166666666666668,2,5,4,11,254,Clients à Risque,0
C9500_655,267,4G,A,Bonus,0.0,10.0,66.0,34.0,6.6,2,2,2,6,222,Clients Perdus,1
C9522_655,299,2G,S,Bonus 900%,3.0,2.0,10.0,2.0,5.0,1,1,1,3,111,Clients Perdus,0
C56616559,10,4G,S,Bonus,0.0,4.0,16.0,8.0,4.0,2,1,1,4,211,Clients Perdus,1
C68026559,10,4G,A,Bonus,0.0,11.0,349.0,112.0,31.727272727272727,2,3,4,9,234,Clients à Risque,1
C72926559,10,4G,A,Bonus,0.0,9.0,168.0,139.0,18.666666666666668,2,2,3,7,223,Clients Perdus,1
C74976559,10,4G,A,Bonus,0.0,8.0,32.0,32.0,4.0,2,2,1,5,221,Clients Perdus,1
C79456559,10,4G,A,Bonus,0.0,11.0,63.0,63.0,5.7272727272727275,2,3,2,7,232,Clients Ordinaires,1
C83926559,10,2G,S,Bonus,1.0,9.0,24.0,20.0,2.6666666666666665,1,2,1,4,121,Clients Perdus,1
C89866559,10,4G,A,Bonus,0.0,11.0,1184.0,537.0,107.63636363636364,2,3,5,10,235,Clients à Risque,1
C90486559,10,4G,A,Standard,0.0,11.0,124.12,105.0,11.283636363636363,2,3,2,7,232,Clients Ordinaires,1
C91816559,10,4G,S,Bonus,3.0,5.0,36.0,8.0,7.2,1,1,1,3,111,Clients Perdus,1
C92576559,10,4G,A,Bonus,0.0,4.0,20.0,4.0,5.0,2,1,1,4,211,Clients Perdus,1
C95676559,10,4G,S,Bonus,5.0,2.0,46.0,7.0,23.0,1,1,1,3,111,Clients Perdus,1
C05156560,10,2G,S,Bonus,0.0,10.0,94.0,78.0,9.4,2,2,2,6,222,Clients Perdus,1
C09776560,10,5G,A,Bonus,0.0,11.0,40.0,40.0,3.6363636363636362,2,3,1,6,231,Clients Ordinaires,1
C15286560,10,5G,A,Standard,0.0,11.0,258.0,97.0,23.454545454545453,2,3,4,9,234,Clients à Risque,1
C15366560,10,5G,A,Bonus,0.0,11.0,506.0,109.0,46.0,2,3,5,10,235,Clients à Risque,1
C23646560,10,4G,A,Bonus,0.0,11.0,269.0,90.0,24.454545454545453,2,3,4,9,234,Clients à Risque,1
C27976560,10,4G,A,Bonus,0.0,11.0,428.0,71.0,38.90909090909091,2,3,5,10,235,Clients à Risque,1
C0314_656,262,4G,A,Standard,0.0,12.0,106.0,90.0,8.833333333333334,2,5,2,9,252,Clients Ordinaires,1
C31846560,10,4G,A,Bonus,0.0,11.0,472.0,284.0,42.90909090909091,2,3,5,10,235,Clients à Risque,1
C56546560,10,4G,A,Bonus,0.0,10.0,102.0,32.0,10.2,2,2,2,6,222,Clients Perdus,1
C62706560,9,4G,A,Bonus,0.0,10.0,226.0,50.0,22.6,2,2,4,8,224,Clients Perdus,1
C76476560,10,2G,A,Bonus,0.0,10.0,129.0,121.0,12.9,2,2,2,6,222,Clients Perdus,0
C80126560,10,4G,A,Bonus,0.0,11.0,121.0,70.0,11.0,2,3,2,7,232,Clients Ordinaires,1
C81306560,10,4G,A,Bonus,0.0,11.0,167.0,55.0,15.181818181818182,2,3,3,8,233,Clients à Risque,1
C83456560,10,4G,A,Bonus,0.0,8.0,240.0,59.0,30.0,2,2,4,8,224,Clients Perdus,1
C0855_656,295,4G,A,Bonus 900%,0.0,12.0,285.0,57.0,23.75,2,5,4,11,254,Clients à Risque,1
C85826560,10,4G,A,Standard,0.0,6.0,142.0,19.0,23.666666666666668,2,1,3,6,213,Clients Perdus,1
C86166560,10,4G,A,Bonus,0.0,11.0,139.0,107.0,12.636363636363637,2,3,3,8,233,Clients à Risque,1
C89956560,10,4G,A,Standard,0.0,11.0,103.0,86.0,9.363636363636363,2,3,2,7,232,Clients Ordinaires,1
C99416560,10,4G,A,Bonus,0.0,9.0,180.0,31.0,20.0,2,2,3,7,223,Clients Perdus,1
C04216561,10,4G,A,Bonus,0.0,11.0,42.0,34.0,3.8181818181818183,2,3,1,6,231,Clients Ordinaires,1
C05516561,10,2G,A,Bonus,0.0,11.0,32.0,32.0,2.909090909090909,2,3,1,6,231,Clients Ordinaires,1
C19036561,10,4G,A,Standard,1.0,6.0,29.0,8.0,4.833333333333333,1,1,1,3,111,Clients Perdus,1
C20366561,10,5G,A,Bonus,0.0,11.0,1001.0,154.0,91.0,2,3,5,10,235,Clients à Risque,1
C25056561,10,4G,A,Bonus,0.0,11.0,630.0,219.0,57.27272727272727,2,3,5,10,235,Clients à Risque,1
C1265_656,284,4G,A,Standard,0.0,12.0,214.0,54.0,17.833333333333332,2,5,3,10,253,Clients à Risque,1
C36036561,10,4G,A,Bonus,0.0,11.0,163.0,134.0,14.818181818181818,2,3,3,8,233,Clients à Risque,1
C39166561,10,4G,A,Bonus,0.0,11.0,225.0,45.0,20.454545454545453,2,3,4,9,234,Clients à Risque,1
C49526561,10,4G,A,Bonus,0.0,9.0,168.0,104.0,18.666666666666668,2,2,3,7,223,Clients Perdus,1
C50556561,10,4G,A,Bonus,0.0,8.0,28.0,28.0,3.5,2,2,1,5,221,Clients Perdus,1
C1601_656,282,2G,A,Bonus 900%,0.0,12.0,171.0,35.0,14.25,2,5,3,10,253,Clients à Risque,1
C62426561,10,4G,A,Standard,0.0,10.0,273.28,109.0,27.327999999999996,2,2,4,8,224,Clients Perdus,1
C63696561,10,4G,A,Bonus,0.0,11.0,95.0,79.0,8.636363636363637,2,3,2,7,232,Clients Ordinaires,1
C67466561,10,2G,A,Bonus,0.0,11.0,111.0,95.0,10.090909090909092,2,3,2,7,232,Clients Ordinaires,1
C1698_656,282,4G,A,Standard,0.0,12.0,794.0,170.0,66.16666666666667,2,5,5,12,255,Clients à Risque,1
C70866561,10,4G,A,Bonus,2.0,3.0,12.0,4.0,4.0,1,1,1,3,111,Clients Perdus,1
C72636561,10,4G,A,Bonus,0.0,7.0,20.0,20.0,2.857142857142857,2,1,1,4,211,Clients Perdus,1
C88436561,10,4G,A,Bonus,1.0,10.0,577.0,120.0,57.7,1,2,5,8,125,Clients Perdus,1
C06026562,10,4G,A,Standard,0.0,11.0,845.84,649.0,76.89454545454545,2,3,5,10,235,Clients à Risque,1
C2077_656,267,2G,A,Bonus,0.0,12.0,295.0,59.0,24.583333333333332,2,5,4,11,254,Clients à Risque,0
C12316562,10,2G,A,Standard,0.0,5.0,29.0,7.0,5.8,2,1,1,4,211,Clients Perdus,1
C2135_656,295,4G,A,Bonus,0.0,10.0,64.0,40.0,6.4,2,2,2,6,222,Clients Perdus,1
C2197_656,295,4G,A,Standard,2.0,5.0,140.0,5.0,28.0,1,1,3,5,113,Clients Perdus,1
C22476562,10,2G,S,Bonus,0.0,7.0,11.0,11.0,1.5714285714285714,2,1,1,4,211,Clients Perdus,1
C23616562,10,4G,A,Bonus,0.0,11.0,121.0,77.0,11.0,2,3,2,7,232,Clients Ordinaires,1
C23756562,10,5G,A,Standard,0.0,10.0,664.0,61.0,66.4,2,2,5,9,225,Clients Perdus,1
C2305_656,295,2G,S,Bonus 1500%,3.0,3.0,27.0,5.0,9.0,1,1,1,3,111,Clients Perdus,0
C32186562,10,4G,A,Bonus,0.0,11.0,271.0,157.0,24.636363636363637,2,3,4,9,234,Clients à Risque,1
C32756562,10,4G,A,Bonus,0.0,11.0,346.0,102.0,31.454545454545453,2,3,4,9,234,Clients à Risque,1
C37326562,10,4G,A,Bonus,0.0,5.0,62.0,62.0,12.4,2,1,2,5,212,Clients Perdus,1
C37856562,10,4G,A,Bonus,0.0,9.0,128.0,116.0,14.222222222222221,2,2,2,6,222,Clients Perdus,1
C38106562,10,4G,A,Standard,0.0,10.0,91.0,65.0,9.1,2,2,2,6,222,Clients Perdus,1
C40356562,10,nan,A,Bonus,2.0,4.0,118.0,34.0,29.5,1,1,2,4,112,Clients Perdus,1
C42936562,10,4G,A,Bonus,0.0,9.0,274.0,14.0,30.444444444444443,2,2,4,8,224,Clients Perdus,1
C55536562,10,4G,A,Bonus,0.0,10.0,39.0,31.0,3.9,2,2,1,5,221,Clients Perdus,1
C55716562,10,2G,A,Bonus,0.0,11.0,136.0,76.0,12.363636363636363,2,3,3,8,233,Clients à Risque,1
C57026562,10,4G,A,Bonus,0.0,10.0,348.0,280.0,34.8,2,2,4,8,224,Clients Perdus,1
C61026562,10,4G,A,Standard,0.0,11.0,441.0,107.0,40.09090909090909,2,3,5,10,235,Clients à Risque,1
C71946562,10,4G,A,Bonus,0.0,7.0,193.0,38.0,27.571428571428573,2,1,3,6,213,Clients Perdus,1
C2728_656,295,4G,A,Standard,0.0,8.0,723.0,124.0,90.375,2,2,5,9,225,Clients Perdus,1
C96156562,10,3G,A,Bonus,0.0,6.0,95.0,82.0,15.833333333333334,2,1,2,5,212,Clients Perdus,0
C04156563,10,4G,A,Standard,1.0,9.0,144.0,39.0,16.0,1,2,3,6,123,Clients Perdus,1
C05206563,10,4G,A,Bonus,0.0,5.0,104.0,104.0,20.8,2,1,2,5,212,Clients Perdus,1
C13286563,10,4G,A,Bonus,0.0,10.0,511.0,237.0,51.1,2,2,5,9,225,Clients Perdus,1
C33996563,9,4G,A,Bonus,0.0,5.0,15.0,7.0,3.0,2,1,1,4,211,Clients Perdus,1
C48106563,9,4G,A,Standard,12.0,0.0,0.0,0.0,0.0,1,1,1,3,111,Clients Perdus,1
C52376563,9,4G,A,Bonus,0.0,7.0,165.0,77.0,23.571428571428573,2,1,3,6,213,Clients Perdus,1
C3757_656,291,5G,A,Bonus 1500%,0.0,12.0,744.7,125.0,62.05833333333334,2,5,5,12,255,Clients à Risque,1
C00726564,9,4G,A,Bonus,0.0,10.0,336.0,158.0,33.6,2,2,4,8,224,Clients Perdus,1
C4161_656,267,4G,A,Bonus 900%,0.0,12.0,85.0,25.0,7.083333333333333,2,5,2,9,252,Clients Ordinaires,1
C4241_656,284,4G,A,Bonus 1000%,0.0,12.0,97.0,53.0,8.083333333333334,2,5,2,9,252,Clients Ordinaires,1
C30966564,9,4G,A,Bonus,0.0,6.0,19.0,15.0,3.1666666666666665,2,1,1,4,211,Clients Perdus,1
C33986564,9,5G,A,Bonus,0.0,10.0,293.0,231.0,29.3,2,2,4,8,224,Clients Perdus,1
C36846564,9,4G,A,Bonus,0.0,10.0,68.0,68.0,6.8,2,2,2,6,222,Clients Perdus,0
C37776564,9,4G,A,Standard,0.0,4.0,11.879999999999999,12.0,2.9699999999999998,2,1,1,4,211,Clients Perdus,1
C42326564,9,4G,A,Bonus,0.0,7.0,60.0,24.0,8.571428571428571,2,1,2,5,212,Clients Perdus,1
C52616564,9,4G,A,Bonus,0.0,10.0,693.0,681.0,69.3,2,2,5,9,225,Clients Perdus,1
C52996564,9,4G,A,Standard,0.0,7.0,138.0,50.0,19.714285714285715,2,1,3,6,213,Clients Perdus,1
C4637_656,226,4G,A,Standard,0.0,12.0,232.0,148.0,19.333333333333332,2,5,4,11,254,Clients à Risque,0
C76116564,9,4G,A,Bonus,0.0,10.0,210.0,209.0,21.0,2,2,3,7,223,Clients Perdus,1
C76306564,9,2G,A,Bonus,0.0,5.0,11.0,7.0,2.2,2,1,1,4,211,Clients Perdus,1
C92926564,9,2G,A,Bonus,0.0,10.0,181.0,101.0,18.1,2,2,3,7,223,Clients Perdus,1
C95326564,9,4G,A,Bonus,0.0,9.0,82.0,30.0,9.11111111111111,2,2,2,6,222,Clients Perdus,1
C99166564,9,2G,A,Bonus,0.0,8.0,263.0,32.0,32.875,2,2,4,8,224,Clients Perdus,1
C04706565,9,4G,A,Bonus,0.0,10.0,440.0,372.0,44.0,2,2,5,9,225,Clients Perdus,1
C04956565,9,4G,A,Bonus,2.0,4.0,68.0,20.0,17.0,1,1,2,4,112,Clients Perdus,1
C08166565,9,4G,A,Bonus,0.0,8.0,437.0,113.0,54.625,2,2,5,9,225,Clients Perdus,1
C08496565,9,4G,S,Standard,0.0,10.0,146.0,146.0,14.6,2,2,3,7,223,Clients Perdus,1
C5086_656,264,2G,A,Bonus 1500%,0.0,12.0,348.0,76.0,29.0,2,5,4,11,254,Clients à Risque,0
C22806565,9,4G,A,Bonus,0.0,10.0,601.0,525.0,60.1,2,2,5,9,225,Clients Perdus,1
C28626565,9,2G,A,Bonus,0.0,10.0,90.0,82.0,9.0,2,2,2,6,222,Clients Perdus,1
C30576565,9,4G,A,Ad-On,0.0,10.0,335.0,139.0,33.5,2,2,4,8,224,Clients Perdus,1
C32246565,9,4G,S,Bonus,0.0,10.0,91.0,83.0,9.1,2,2,2,6,222,Clients Perdus,1
C34816565,9,4G,A,Bonus,0.0,9.0,141.0,85.0,15.666666666666666,2,2,3,7,223,Clients Perdus,1
C46996565,9,4G,A,Bonus,0.0,9.0,517.0,93.0,57.44444444444444,2,2,5,9,225,Clients Perdus,1
C48156565,9,5G,A,Standard,0.0,7.0,233.0,29.0,33.285714285714285,2,1,4,7,214,Clients Perdus,1
C48906565,9,4G,A,Ad-On,0.0,10.0,171.0,133.0,17.1,2,2,3,7,223,Clients Perdus,1
C73836565,9,4G,A,Bonus,0.0,10.0,223.18,54.0,22.318,2,2,4,8,224,Clients Perdus,1
C74846565,9,4G,S,Standard,0.0,10.0,260.0,236.0,26.0,2,2,4,8,224,Clients Perdus,1
C75936565,9,4G,A,Bonus,0.0,8.0,232.0,48.0,29.0,2,2,4,8,224,Clients Perdus,1
C83946565,9,4G,A,Bonus,0.0,10.0,172.0,79.0,17.2,2,2,3,7,223,Clients Perdus,1
C84606565,9,2G,A,Bonus,1.0,9.0,107.0,40.0,11.88888888888889,1,2,2,5,122,Clients Perdus,1
C90076565,9,4G,A,Standard,0.0,2.0,12.0,4.0,6.0,2,1,1,4,211,Clients Perdus,1
C91336565,9,4G,A,Standard,0.0,7.0,44.0,16.0,6.285714285714286,2,1,1,4,211,Clients Perdus,1
C98336565,9,4G,A,Standard,12.0,0.0,0.0,0.0,0.0,1,1,1,3,111,Clients Perdus,0
C99636565,9,4G,A,Bonus,0.0,10.0,242.0,169.0,24.2,2,2,4,8,224,Clients Perdus,1
C99806565,9,4G,A,Standard,0.0,4.0,5.0,5.0,1.25,2,1,1,4,211,Clients Perdus,1
C02406566,9,4G,A,Standard,0.0,10.0,190.0,73.0,19.0,2,2,3,7,223,Clients Perdus,1
C05116566,9,4G,A,Standard,0.0,6.0,210.0,41.0,35.0,2,1,3,6,213,Clients Perdus,1
C05166566,9,4G,A,Bonus,0.0,10.0,118.0,74.0,11.8,2,2,2,6,222,Clients Perdus,1
C06596566,9,5G,A,Bonus,2.0,4.0,25.0,5.0,6.25,1,1,1,3,111,Clients Perdus,1
C08546566,9,4G,A,Standard,0.0,8.0,41.879999999999995,42.0,5.234999999999999,2,2,1,5,221,Clients Perdus,1
C12546566,9,4G,A,Bonus,0.0,10.0,614.0,211.0,61.4,2,2,5,9,225,Clients Perdus,1
C14586566,9,4G,S,Bonus,1.0,1.0,1.0,1.0,1.0,1,1,1,3,111,Clients Perdus,0
C41116566,9,4G,A,Bonus,0.0,5.0,29.0,21.0,5.8,2,1,1,4,211,Clients Perdus,1
C41246566,9,4G,A,Bonus,0.0,10.0,312.0,300.0,31.2,2,2,4,8,224,Clients Perdus,1
C44576566,9,4G,A,Bonus,0.0,10.0,57.0,45.0,5.7,2,2,1,5,221,Clients Perdus,1
C47306566,9,4G,A,Bonus,0.0,10.0,52.0,52.0,5.2,2,2,1,5,221,Clients Perdus,1
C52146566,9,4G,A,Ad-On,0.0,9.0,166.14,110.0,18.459999999999997,2,2,3,7,223,Clients Perdus,0
C52716566,9,4G,A,Standard,0.0,10.0,170.0,62.0,17.0,2,2,3,7,223,Clients Perdus,1
C55406566,9,4G,A,Bonus,0.0,10.0,995.0,891.0,99.5,2,2,5,9,225,Clients Perdus,1
C59876566,9,4G,A,Bonus,0.0,4.0,78.0,26.0,19.5,2,1,2,5,212,Clients Perdus,1
C60256566,9,4G,A,Ad-On,0.0,8.0,47.0,39.0,5.875,2,2,1,5,221,Clients Perdus,1
C78146566,9,4G,A,Bonus,0.0,5.0,36.0,8.0,7.2,2,1,1,4,211,Clients Perdus,1
C6790_656,269,3G,A,Bonus,0.0,12.0,136.0,28.0,11.333333333333334,2,5,3,10,253,Clients à Risque,0
C6932_656,284,4G,A,Standard,0.0,7.0,55.0,11.0,7.857142857142857,2,1,1,4,211,Clients Perdus,1
C04896567,9,4G,A,Bonus,0.0,10.0,44.0,28.0,4.4,2,2,1,5,221,Clients Perdus,1
