ID,ANC_M,HANDSET,OFFRE_CAT,RECENCY,FREQUENCY,MONETARY,RFM_SCORE,SEGMENT_RFM,CHURN,SCORE_CHURN,RISQUE_CHURN,ACTION_RETENTION
C97854517,70,4G,Standard,0.0,7.0,322.0,9,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07164518,70,5G,Bonus 1000%,0.0,6.0,35.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8078_451,242,4G,Bonus 900%,0.0,12.0,217.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16324518,70,4G,Standard,0.0,12.0,816.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22854518,70,4G,Standard,0.0,12.0,196.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27134518,70,4G,Standard,0.0,12.0,161.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C28054518,70,4G,Standard,0.0,11.0,63.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32844518,70,5G,Standard,0.0,12.0,165.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C65684518,70,4G,Standard,0.0,12.0,52.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8990_451,240,4G,Bonus 1500%,0.0,12.0,355.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39614519,70,2G,Standard,0.0,12.0,207.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C42734519,70,4G,Standard,0.0,12.0,532.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C53094519,70,3G,Standard,0.0,12.0,253.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59224519,70,4G,Standard,0.0,12.0,346.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C70984519,70,nan,Standard,1.0,11.0,183.0,7,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71244519,70,4G,Standard,0.0,12.0,226.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89804519,70,2G,Standard,0.0,12.0,724.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C36034520,70,4G,Standard,0.0,12.0,302.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41414520,70,4G,Bonus,0.0,12.0,43.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41674520,70,4G,Bonus 1000%,0.0,11.0,260.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C66474520,70,2G,Standard,0.0,12.0,427.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0717_452,261,4G,Bonus 1500%,0.0,12.0,246.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C79094520,70,4G,Standard,0.0,12.0,295.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0854_452,239,2G,Bonus 900%,0.0,12.0,180.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87274520,70,5G,Standard,0.0,12.0,70.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88544520,70,4G,Standard,0.0,12.0,393.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04794521,70,nan,Standard,0.0,12.0,80.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41644521,70,2G,Standard,0.0,12.0,113.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69294521,70,4G,Standard,0.0,12.0,133.14,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12754522,70,4G,Standard,0.0,12.0,834.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C39844522,70,4G,Standard,0.0,12.0,572.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C66234522,70,4G,Standard,0.0,12.0,268.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69534522,70,4G,Standard,0.0,5.0,29.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69584522,70,nan,Standard,0.0,12.0,67.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73884522,70,4G,Standard,0.0,12.0,35.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C74834522,70,4G,Standard,0.0,12.0,344.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C75304522,70,5G,Standard,0.0,12.0,648.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2805_452,217,4G,Bonus 1500%,0.0,12.0,354.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82514522,70,4G,Standard,0.0,12.0,818.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2857_452,262,4G,Bonus 900%,0.0,11.0,498.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85914522,70,4G,Bonus 1000%,0.0,12.0,392.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C96334522,70,4G,Standard,0.0,12.0,261.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06254523,70,4G,Standard,0.0,11.0,62.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34844523,70,2G,Standard,0.0,12.0,140.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67474523,70,4G,Standard,0.0,12.0,369.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C99864523,70,nan,Standard,0.0,12.0,527.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21194524,70,4G,Standard,0.0,12.0,306.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C4222_452,262,2G,Bonus 2000%,0.0,12.0,570.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26684524,70,4G,Bonus,0.0,12.0,235.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40974524,70,5G,Standard,0.0,12.0,360.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58584524,70,4G,Standard,0.0,12.0,857.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59924524,70,4G,Standard,0.0,12.0,249.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73874524,70,4G,Standard,0.0,12.0,162.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C89174524,70,4G,Standard,0.0,12.0,49.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C15824525,70,4G,Standard,0.0,12.0,156.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23644525,70,5G,Bonus 1000%,0.0,5.0,22.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C5361_452,242,4G,Bonus 1000%,0.0,12.0,170.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C72824525,70,2G,Standard,0.0,12.0,144.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88334525,70,5G,Bonus,0.0,8.0,45.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C94774525,70,4G,Bonus,0.0,12.0,128.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02704526,70,4G,Standard,0.0,12.0,290.5,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C13314526,70,4G,Standard,0.0,6.0,66.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21264526,70,5G,Standard,0.0,12.0,191.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C56294526,70,4G,Standard,1.0,9.0,81.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58804526,70,4G,Standard,0.0,12.0,396.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C67484526,70,4G,Standard,0.0,12.0,155.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83184526,70,4G,Standard,0.0,12.0,410.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C6833_452,212,2G,Bonus 900%,0.0,12.0,93.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90554526,70,3G,Standard,0.0,11.0,46.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C06054527,70,5G,Standard,0.0,11.0,244.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17934527,70,4G,Standard,0.0,12.0,75.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38944527,70,4G,Standard,0.0,12.0,197.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C42754527,70,4G,Bonus 1000%,0.0,9.0,263.0,10,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C59484527,70,4G,Standard,0.0,12.0,481.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88144527,70,4G,Bonus 1000%,0.0,12.0,239.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95724527,70,4G,Standard,0.0,12.0,213.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C01494528,70,4G,Standard,0.0,12.0,190.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C8191_452,247,4G,Bonus,0.0,11.0,210.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C19674528,70,4G,Standard,0.0,9.0,20.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22984528,70,2G,Standard,0.0,10.0,82.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C54514528,70,4G,Standard,0.0,12.0,73.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68704528,70,4G,Standard,0.0,11.0,60.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C84104528,70,3G,Standard,0.0,4.0,4.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86204528,70,4G,Standard,0.0,9.0,460.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87724528,70,4G,Standard,0.0,11.0,35.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17064529,70,4G,Standard,0.0,12.0,154.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23684529,70,4G,Standard,0.0,12.0,215.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C46884529,70,4G,Standard,0.0,12.0,112.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C49204529,70,4G,Standard,0.0,12.0,244.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51004529,59,4G,Standard,0.0,9.0,770.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71014529,70,4G,Standard,0.0,12.0,202.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71324529,70,4G,Bonus 1000%,0.0,12.0,210.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C85434529,70,5G,Standard,0.0,12.0,408.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11004530,69,4G,Standard,0.0,12.0,726.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27584530,70,4G,Standard,0.0,12.0,206.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C56554530,69,5G,Standard,0.0,12.0,147.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64994530,70,4G,Ad-On,0.0,12.0,305.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C1101_453,262,2G,Bonus,0.0,12.0,152.4,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27944531,70,4G,Standard,1.0,10.0,72.0,5,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29964531,70,5G,Bonus,0.0,9.0,123.0,8,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32944531,69,4G,Standard,0.0,12.0,262.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C35314531,70,4G,Standard,0.0,10.0,510.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68264531,70,4G,Standard,0.0,12.0,335.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91704531,69,4G,Bonus 1000%,0.0,12.0,176.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C91724531,69,2G,Standard,0.0,12.0,214.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C07924532,70,4G,Standard,0.0,12.0,352.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2180_453,262,4G,Standard,1.0,4.0,16.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C49464532,69,3G,Standard,0.0,11.0,33.0,8,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C73454532,70,4G,Standard,0.0,7.0,66.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90134532,70,4G,Standard,0.0,12.0,158.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40764533,70,4G,Standard,0.0,12.0,512.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C57444533,70,4G,Standard,0.0,8.0,28.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C61974533,70,4G,Standard,0.0,12.0,387.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64644533,70,2G,Bonus 1000%,0.0,12.0,516.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3680_453,262,4G,Standard,0.0,11.0,84.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3980_453,261,4G,Bonus 1000%,0.0,12.0,176.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C17024534,70,4G,Standard,0.0,12.0,175.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37054534,70,4G,Bonus,0.0,12.0,155.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C48724534,70,4G,Standard,0.0,12.0,689.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60254534,69,4G,Standard,0.0,12.0,394.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C66564534,69,4G,Bonus 300%,0.0,12.0,390.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C82774534,69,4G,Standard,0.0,12.0,903.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C86314534,69,4G,Bonus 1000%,0.0,12.0,609.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C88344534,69,4G,Standard,0.0,12.0,372.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95544534,70,2G,Standard,0.0,12.0,272.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23254535,70,4G,Standard,0.0,10.0,26.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C66074535,69,2G,Standard,0.0,12.0,293.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C71024535,70,4G,Standard,0.0,12.0,319.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95804535,69,4G,Bonus 1000%,0.0,12.0,295.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10934536,69,4G,Bonus,0.0,12.0,204.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C37734536,70,5G,Standard,0.0,12.0,345.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C38554536,70,4G,Bonus,0.0,12.0,283.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58324536,69,2G,Standard,1.0,6.0,24.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C72664536,69,4G,Standard,0.0,12.0,734.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C83074536,69,2G,Standard,0.0,12.0,222.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97944536,69,2G,Standard,0.0,12.0,232.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98634536,69,4G,Standard,0.0,6.0,11.0,6,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02444537,69,4G,Standard,0.0,11.0,194.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04664537,69,4G,Bonus,1.0,2.0,10.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C08774537,69,nan,Standard,0.0,12.0,460.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22384537,69,4G,Standard,0.0,12.0,456.7,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C24304537,66,4G,Standard,0.0,12.0,54.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26604537,63,4G,Standard,0.0,7.0,105.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29414537,69,4G,Standard,0.0,12.0,462.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30594537,69,5G,Standard,0.0,12.0,215.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C34274537,69,4G,Standard,0.0,12.0,376.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64594537,69,3G,Standard,0.0,12.0,901.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C11874538,69,4G,Standard,0.0,12.0,552.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C21314538,69,4G,Standard,0.0,12.0,164.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C36634538,69,4G,Standard,0.0,12.0,457.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C58424538,69,4G,Bonus,0.0,11.0,650.0,12,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C79004538,69,5G,Standard,0.0,12.0,770.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C80744538,69,4G,Bonus 1000%,0.0,12.0,466.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00974539,69,2G,Standard,0.0,12.0,582.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02584539,69,4G,Standard,0.0,12.0,294.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C09824539,69,4G,Bonus 1000%,0.0,12.0,634.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16434539,69,4G,Standard,0.0,12.0,153.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22264539,69,4G,Standard,0.0,12.0,229.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C47534539,69,2G,Standard,0.0,12.0,144.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C48034539,69,4G,Standard,0.0,12.0,115.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51084539,69,4G,Bonus 1000%,0.0,12.0,115.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C51924539,69,4G,Bonus,0.0,11.0,106.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C95574539,69,4G,Standard,0.0,12.0,787.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20964540,69,4G,Standard,0.0,12.0,849.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C22734540,69,4G,Standard,0.0,12.0,666.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C30904540,69,4G,Bonus,0.0,10.0,54.0,7,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C42474540,69,5G,Standard,0.0,12.0,790.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60604540,69,4G,Standard,0.0,11.0,63.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C63334540,69,4G,Standard,1.0,7.0,91.0,4,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0757_454,262,4G,Bonus 1500%,0.0,12.0,222.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C0842_454,247,4G,Standard,0.0,12.0,121.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C98274540,69,4G,Bonus,0.0,12.0,88.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C00284541,69,4G,Standard,0.0,12.0,476.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C02004541,69,2G,Standard,0.0,12.0,348.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C29604541,69,4G,Standard,0.0,12.0,76.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C90224541,69,4G,Standard,0.0,12.0,135.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C97644541,69,4G,Bonus 1000%,0.0,12.0,423.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03004542,69,2G,Standard,0.0,12.0,422.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C03774542,69,4G,Standard,0.0,12.0,392.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C12884542,69,4G,Bonus,1.0,4.0,20.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C19064542,69,4G,Standard,0.0,12.0,276.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C20244542,69,2G,Ad-On,0.0,12.0,95.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C23974542,69,4G,Standard,0.0,12.0,507.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C27204542,69,2G,Standard,0.0,12.0,431.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C32574542,69,4G,Standard,1.0,1.0,31.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C2346_454,262,4G,Bonus 1000%,0.0,12.0,750.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C40644542,69,4G,Standard,0.0,12.0,603.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C48324542,69,4G,Bonus 1000%,0.0,12.0,81.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C64164542,69,4G,Standard,0.0,12.0,86.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68034542,69,4G,Bonus,1.0,5.0,25.0,3,Clients Perdus,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C68994542,69,4G,Standard,0.0,11.0,113.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C3005_454,250,4G,Standard,0.0,12.0,86.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C10854543,69,4G,Standard,0.0,12.0,82.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C13644543,69,4G,Standard,1.0,11.0,187.0,7,Clients à Risque,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C16134543,69,4G,Standard,0.0,12.0,88.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C36684543,69,4G,Standard,0.0,12.0,319.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C41274543,69,4G,Standard,0.0,12.0,156.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C44684543,69,4G,Standard,0.0,12.0,96.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C72014543,69,4G,Standard,0.0,12.0,110.0,10,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C04074544,69,4G,Standard,0.0,12.0,302.0,12,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26304544,69,2G,Bonus 1000%,0.0,9.0,644.0,11,Nouveaux Clients,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C60494544,69,4G,Standard,0.0,12.0,474.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C87184544,69,4G,Standard,0.0,11.0,165.0,10,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C26854545,69,4G,Standard,0.0,12.0,607.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C47334545,69,3G,Standard,0.0,12.0,463.0,13,Champions,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C56574545,69,2G,Standard,0.0,12.0,48.0,9,Clients Ordinaires,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
C69484545,69,4G,Standard,0.0,12.0,199.0,11,Clients Fidèles,0,0.475253,🟡 Moyen,Campagne email retention + bonus recharge
